job,agent,model,dataset,task,trial_dir,reward,status
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10352989,pmc10352989__K8MncvT,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10361978,pmc10361978__WTnT4Dq,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10366597,pmc10366597__9QgjqCe,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10368781,pmc10368781__ctbNQxb,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10374328,pmc10374328__WpRk6qn,0.5,partial
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10377184,pmc10377184__JpbnLYJ,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10381361,pmc10381361__Dt58WmP,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10381559,pmc10381559__uLTQpTp,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10385908,pmc10385908__mp65gNA,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10399933,pmc10399933__fpgnGKQ,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10404408,pmc10404408__YSRkqKP,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10404721,pmc10404721__6hyU4iQ,,error
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10404721,pmc10404721__it95HpB,,error
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10407116,pmc10407116__QtFWByL,1.0,pass
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10409991,pmc10409991__qAefzv6,1.0,pass
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10411392,pmc10411392__snU5dCr,1.0,pass
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10416089,pmc10416089__tJAzeg6,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10418744,pmc10418744__JXw3Pn7,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10435398,pmc10435398__rcPPqgD,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10443690,pmc10443690__qL8RocJ,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10448185,pmc10448185__bBjXziB,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10452379,pmc10452379__mheU2eL,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10460569,pmc10460569__UfVTAw4,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10463210,pmc10463210__xxSjiTg,1.0,pass
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10478012,pmc10478012__tzyZUQF,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10483403,pmc10483403__3BHoWog,1.0,pass
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10486269,pmc10486269__Cujecoo,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10487873,pmc10487873__zTtcR3z,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10487921,pmc10487921__kgRHL9S,1.0,pass
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10494815,pmc10494815__wUx9ZtX,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10495004,pmc10495004__r9cjdN5,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10499425,pmc10499425__b8R3mrh,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10501134,pmc10501134__fLLZ9Zp,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10501538,pmc10501538__K2pZ3TZ,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10502099,pmc10502099__4f6Tn6E,1.0,pass
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10506908,pmc10506908__ZY77vot,1.0,pass
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc1050876,pmc1050876__9kPDbbS,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc1051117,pmc1051117__eNqVA5n,1.0,pass
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc1051806,pmc1051806__ifRq6hm,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10520058,pmc10520058__KAgvddt,,error
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10520058,pmc10520058__fqqEWxF,1.0,pass
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10522553,pmc10522553__JgSVYi6,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10526247,pmc10526247__AJcpi84,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10526923,pmc10526923__wwkLnZM,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10527451,pmc10527451__UpGQE5d,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10529681,pmc10529681__duCtxWS,1.0,pass
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10532840,pmc10532840__L3hgrsv,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10532907,pmc10532907__Dj8KrKv,1.0,pass
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10532907,pmc10532907__dE8mRFV,,error
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10536177,pmc10536177__WZoQNzL,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10537526,pmc10537526__QSNqP5Y,1.0,pass
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10541540,pmc10541540__fQjtXEE,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10550831,pmc10550831__4sryWoH,1.0,pass
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10557961,pmc10557961__x9Y79N9,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10564446,pmc10564446__UPJ24oh,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10565537,pmc10565537__cMZD7zf,1.0,pass
2026-02-20__02-42-56,codex,o4-mini,pgx_drug_qa,pmc10145266,pmc10145266__uxKCcZC,0.0,fail
2026-02-20__02-42-56,codex,o4-mini,pgx_drug_qa,pmc10163902,pmc10163902__T9obnie,0.0,fail
2026-02-20__02-42-56,codex,o4-mini,pgx_drug_qa,pmc10404721,pmc10404721__dYB9s94,0.0,fail
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10026301,pmc10026301__4hBmzbE,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10031538,pmc10031538__PYsu9nC,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10038974,pmc10038974__xYUmkt6,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10039478,pmc10039478__weuvM44,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10049548,pmc10049548__4oMmMYk,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10058912,pmc10058912__SbrQTou,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10085626,pmc10085626__sTExpP7,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10089949,pmc10089949__oncUkXK,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10091789,pmc10091789__anpJRNR,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10099095,pmc10099095__Xkztekb,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10139129,pmc10139129__3hYEFzj,0.0,fail
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10139887,pmc10139887__eFiN6xi,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10145266,pmc10145266__JzXRsRs,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10151137,pmc10151137__ogfrTFD,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10152845,pmc10152845__4u8tTBn,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10154044,pmc10154044__FZUw3b3,0.0,error
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10159199,pmc10159199__djoqE3M,0.0,fail
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10163902,pmc10163902__79uXgtz,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10179231,pmc10179231__FVL22FM,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10189794,pmc10189794__2LDUfxx,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10189922,pmc10189922__wBgGEhh,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10193607,pmc10193607__gb9sMba,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10196221,pmc10196221__phrECdn,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10214567,pmc10214567__6bKAgYt,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10214954,pmc10214954__fwNMtav,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10216814,pmc10216814__xvNchh5,0.0,fail
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10230242,pmc10230242__vo8ToZc,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10234323,pmc10234323__2m4Hc2L,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10244018,pmc10244018__pLHrzUp,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10272067,pmc10272067__p4oheTV,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10275785,pmc10275785__pT2MbET,0.0,fail
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10278212,pmc10278212__r2AxH3F,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10288459,pmc10288459__NU3Fn9M,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc1029622,pmc1029622__FhKf6DP,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10298094,pmc10298094__bwfeghw,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10298263,pmc10298263__CvdVEKh,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10308004,pmc10308004__bTCx8Lm,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10309098,pmc10309098__B8UA8ZM,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10309546,pmc10309546__GXepSXc,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10318569,pmc10318569__4VvobJe,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10319068,pmc10319068__pL5J22J,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10327396,pmc10327396__oYZX5Gi,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10337687,pmc10337687__MPKBeyj,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10344568,pmc10344568__pbUJfH8,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10349379,pmc10349379__9vCmPWJ,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10349800,pmc10349800__zQi7wuY,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10350251,pmc10350251__f5urgeQ,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10352989,pmc10352989__6H4b762,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10361978,pmc10361978__vbnVv2C,0.0,fail
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10366597,pmc10366597__kgQQ5ot,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10368781,pmc10368781__xJbcWku,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10374328,pmc10374328__CQSC9UT,0.0,fail
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10377184,pmc10377184__czzTt7W,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10381361,pmc10381361__t94Nyrz,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10381559,pmc10381559__kWZP3jX,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10385908,pmc10385908__GKMKe3Q,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10399933,pmc10399933__bBjbnKf,0.0,error
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10404408,pmc10404408__kDAFM7o,0.0,fail
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10404721,pmc10404721__HBnYgBr,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10407116,pmc10407116__MaH7smQ,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10409991,pmc10409991__XvunMx2,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10411392,pmc10411392__uWnTyUz,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10416089,pmc10416089__esK8KC7,0.0,fail
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10418744,pmc10418744__ozbUkAf,0.0,fail
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10435398,pmc10435398__PEyTAvr,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10443690,pmc10443690__y58D4D3,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10448185,pmc10448185__htnoHGt,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10452379,pmc10452379__2qPxxeK,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10460569,pmc10460569__cYrntue,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10463210,pmc10463210__tWnSWXZ,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10478012,pmc10478012__vrUgFPK,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10483403,pmc10483403__iUnzz9m,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10486269,pmc10486269__ggthzU2,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10487873,pmc10487873__u8inV8o,0.0,fail
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10487921,pmc10487921__FV2Vuso,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10494815,pmc10494815__xUt4bCS,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10495004,pmc10495004__k5exKXY,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10499425,pmc10499425__Szs4iWd,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10501134,pmc10501134__7fmC8d6,0.0,fail
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10501538,pmc10501538__a2UFW9Q,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10502099,pmc10502099__8ByVMxV,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10506908,pmc10506908__nu6jwwT,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc1050876,pmc1050876__GHu6Jb2,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc1051117,pmc1051117__U2r7FTH,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc1051806,pmc1051806__yu9uMD2,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10520058,pmc10520058__scD6X2g,0.0,fail
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10522553,pmc10522553__umYK88g,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10526247,pmc10526247__PFD6CAx,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10526923,pmc10526923__GyvQYVG,0.0,fail
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10527451,pmc10527451__AJFAJV2,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10529681,pmc10529681__sh6HFb5,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10532840,pmc10532840__9iVASHM,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10532907,pmc10532907__RVzajcG,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10536177,pmc10536177__2PJqT5u,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10537526,pmc10537526__KfCu9oT,0.0,fail
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10541540,pmc10541540__bmAiVpg,0.0,fail
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10550831,pmc10550831__5CoTjhm,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10557961,pmc10557961__skEtQnx,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10564446,pmc10564446__HidSTJg,1.0,pass
2026-02-20__02-47-55,codex,gpt-5,pgx_drug_qa,pmc10565537,pmc10565537__RtgKYkG,0.8333333333333334,partial
2026-02-20__15-21-23,codex,gpt-5.2,cpic_evidence_benchmark_condensed,g6pd_nitrofurantoin_7589817,g6pd_nitrofurantoin_7589817__AHZneF8,,error
2026-02-20__15-21-24,codex,gpt-5.2,cpic_zero_context_condensed,cyp2d6_atomoxetine_7588749,cyp2d6_atomoxetine_7588749__UJmZd6q,0.2,partial
2026-02-20__15-21-24,codex,gpt-5.2,cpic_zero_context_condensed,cyp2d6_tamoxifen_7590201,cyp2d6_tamoxifen_7590201__cx76x6D,1.0,pass
2026-02-20__15-24-13,codex,gpt-5.2,cpic_zero_context_condensed,cyp2d6_atomoxetine_7588724,cyp2d6_atomoxetine_7588724__Qxv4Jcp,,error
2026-02-20__15-24-13,codex,gpt-5.2,cpic_zero_context_condensed,cyp2d6_tamoxifen_7590201,cyp2d6_tamoxifen_7590201__orMJpJj,1.0,pass
2026-02-20__15-24-13,codex,gpt-5.2,cpic_zero_context_condensed,g6pd_nitrofurantoin_7589816,g6pd_nitrofurantoin_7589816__3e5pFdT,0.4,partial
2026-02-20__15-24-13,codex,gpt-5.2,cpic_zero_context_condensed,g6pd_nitrofurantoin_7589817,g6pd_nitrofurantoin_7589817__PbeHD2d,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2b6_efavirenz_7589430,cyp2b6_efavirenz_7589430__8yhXhQc,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2b6_efavirenz_7589433,cyp2b6_efavirenz_7589433__Fd6rudd,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2b6_efavirenz_7589434,cyp2b6_efavirenz_7589434__3B6oU9Q,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2c19_clopidogrel_7589077,cyp2c19_clopidogrel_7589077__thGHwqp,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2c19_clopidogrel_7589080,cyp2c19_clopidogrel_7589080__C4bCgRK,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2c19_clopidogrel_7589081,cyp2c19_clopidogrel_7589081__3xabKfB,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2c19_clopidogrel_7589083,cyp2c19_clopidogrel_7589083__eUgm4Pc,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2c19_clopidogrel_7589085,cyp2c19_clopidogrel_7589085__prvpLxh,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2c19_clopidogrel_7589096,cyp2c19_clopidogrel_7589096__k7uaKJd,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2c19_clopidogrel_7589098,cyp2c19_clopidogrel_7589098__NkKrjUT,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2c19_omeprazole_7589841,cyp2c19_omeprazole_7589841__TPCUtEX,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2c19_omeprazole_7589842,cyp2c19_omeprazole_7589842__c83X6TY,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2c19_pantoprazole_7589861,cyp2c19_pantoprazole_7589861__PDZj6G2,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2c19_voriconazole_7590496,cyp2c19_voriconazole_7590496__q3UNgce,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2c19_voriconazole_7590497,cyp2c19_voriconazole_7590497__iCCh6hK,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2c19_voriconazole_7590498,cyp2c19_voriconazole_7590498__pA3jzoM,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2c19_voriconazole_7590501,cyp2c19_voriconazole_7590501__y3GFdQ8,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2c19_voriconazole_7590504,cyp2c19_voriconazole_7590504__EaZ2VNF,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2c19_voriconazole_7590509,cyp2c19_voriconazole_7590509__9qMqzZ8,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2c9_celecoxib_7588806,cyp2c9_celecoxib_7588806__6DShjG6,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2c9_celecoxib_7588808,cyp2c9_celecoxib_7588808__QCvwTkk,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2c9_celecoxib_7588809,cyp2c9_celecoxib_7588809__jSE8Tng,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2c9_meloxicam_7589757,cyp2c9_meloxicam_7589757__rR2pbvb,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2c9_meloxicam_7589758,cyp2c9_meloxicam_7589758__RAyidQJ,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2c9_meloxicam_7589759,cyp2c9_meloxicam_7589759__WZX6pTx,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2d6_atomoxetine_7588707,cyp2d6_atomoxetine_7588707__QNx88tG,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2d6_atomoxetine_7588711,cyp2d6_atomoxetine_7588711__VL6nA2H,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2d6_atomoxetine_7588718,cyp2d6_atomoxetine_7588718__SsHFpfv,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2d6_atomoxetine_7588724,cyp2d6_atomoxetine_7588724__4xeysWg,0.2,partial
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2d6_atomoxetine_7588727,cyp2d6_atomoxetine_7588727__bufQ2bq,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2d6_atomoxetine_7588729,cyp2d6_atomoxetine_7588729__nJZLCTA,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2d6_atomoxetine_7588746,cyp2d6_atomoxetine_7588746__T38S6ep,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2d6_atomoxetine_7588749,cyp2d6_atomoxetine_7588749__tRtyx2K,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2d6_nortriptyline_7589819,cyp2d6_nortriptyline_7589819__66ppvTx,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2d6_nortriptyline_7589830,cyp2d6_nortriptyline_7589830__vvvLo43,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2d6_nortriptyline_7589835,cyp2d6_nortriptyline_7589835__idDX8LN,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2d6_nortriptyline_7589839,cyp2d6_nortriptyline_7589839__Eap4UNF,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2d6_ondansetron_7589865,cyp2d6_ondansetron_7589865__auVjHMo,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2d6_ondansetron_7589876,cyp2d6_ondansetron_7589876__6LipWXi,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2d6_ondansetron_7589881,cyp2d6_ondansetron_7589881__MqbbnDC,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2d6_tamoxifen_7590201,cyp2d6_tamoxifen_7590201__9C8tepz,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2d6_tamoxifen_7590204,cyp2d6_tamoxifen_7590204__vmN7dSm,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp2d6_tamoxifen_7590208,cyp2d6_tamoxifen_7590208__FEkoWSW,,error
2026-02-20__15-25-57,codex,gpt-5.2,cpic_evidence_benchmark_condensed,cyp3a5_tacrolimus_7590178,cyp3a5_tacrolimus_7590178__w7iKA9Y,,error
